peak,gene_symbol,ENSEMBL_ID,score,chromosome,strand,start,end
X30205,LINC00673;LINC00511,ENSG00000227036,199.678404331207,chr17,-,72639400,72647999
X10786,MIR4803,ENSG00000264099,199.663735389709,chr5,+,72204400,72206199
X5384,CCNT2,ENSG00000082258,199.659698963165,chr2,+,134917400,134919799
X28851,NAA38,ENSG00000183011,199.640584468842,chr17,-,7885800,7893199
X21856,NA,ENSG00000254500,199.607410430908,chr11,+,74668400,74675599
X22355,MCAM,ENSG00000076706,199.592851161957,chr11,-,119314000,119320399
X13906,RNF216,ENSG00000011275,199.585609436035,chr7,-,5789200,5801399
X35391,ERAS,ENSG00000187682,199.567592144012,chrX,+,48820600,48826999
X9681,NA,ENSG00000251523,199.51294708252,chr4,+,98464000,98473999
X23983,DYRK2,ENSG00000127334,199.508535861969,chr12,+,67653200,67658999
X13796,NA,ENSG00000236510,199.49076795578,chr7,-,4037600,4046599
X5515,RPL7AP22,ENSG00000227331,199.484161376953,chr2,+,158521800,158522799
X3183,NA,ENSG00000230325,199.479762554169,chr1,-,236575800,236584199
X26653,CAP2P1,ENSG00000259151,199.478689670563,chr14,-,89289600,89295999
X6567,NA,ENSG00000233912,199.474621772766,chr3,-,5184800,5191199
X31564,GNG7,ENSG00000176533,199.444786071777,chr19,-,2710600,2712999
X12559,FOXP4-AS1,ENSG00000234753,199.371977329254,chr6,-,41555600,41565399
X28841,ZBTB4,ENSG00000174282,199.300358772278,chr17,-,7483600,7486799
X20254,NA,ENSG00000270075,199.283205032349,chr10,+,104294200,104301399
X13194,LOC100420214,ENSG00000219409,199.249569892883,chr6,+,144431400,144432799
X20604,NA,ENSG00000249456,199.21756696701,chr10,+,124914200,124918599
X33417,KCNS1,ENSG00000124134,199.214672088623,chr20,-,45089200,45097799
X31641,TNFAIP8L1,ENSG00000185361,199.191153526306,chr19,+,4637000,4645399
X14437,NA,ENSG00000274328,199.151700973511,chr7,-,35885800,35890399
X32221,ZFP82,ENSG00000181007,199.108682155609,chr19,-,36401000,36406199
X33204,DYNLRB1,ENSG00000125971,199.078839302063,chr20,+,34512400,34516999
X9356,DUTP7,ENSG00000250473,199.044693946838,chr4,-,51874800,51876999
X34391,ADORA2A,ENSG00000128271,198.980686187744,chr22,+,24358800,24362999
X5567,NA,ENSG00000224467,198.949773788452,chr2,-,161159600,161161999
X2921,FBXO28,ENSG00000143756,198.91508436203,chr1,+,224140200,224145599
X22944,PHC1,ENSG00000111752,198.912779808044,chr12,+,8912800,8916399
X7777,TMEM39A,ENSG00000176142,198.867836475372,chr3,-,119410200,119418199
X15302,NA,ENSG00000272918,198.798013687134,chr7,-,105109000,105114199
X398,RPL21P29,ENSG00000232037,198.790991306305,chr1,+,21882200,21889999
X6037,NA,ENSG00000229127,198.788332462311,chr2,+,210034000,210037999
X13532,LINC01615,ENSG00000223485,198.788022994995,chr6,-,169159600,169164799
X8193,NA,ENSG00000272609,198.786971092224,chr3,-,138046000,138050599
X31992,ABHD8,ENSG00000127220,198.782847881317,chr19,-,17310600,17317199
X610,NA,ENSG00000279443,198.766255378723,chr1,+,28539400,28546799
X16402,DCAF13,ENSG00000164934,198.742366790771,chr8,+,103411000,103419599
X12371,ZSCAN16,ENSG00000196812,198.732993602753,chr6,+,28124600,28129799
X13745,NA,ENSG00000224593,198.712210655212,chr7,+,3456400,3461599
X27022,LOC105370792,ENSG00000174171,198.704644680023,chr15,+,41882800,41890199
X31887,LYL1,ENSG00000104903,198.662780284882,chr19,-,13095200,13107799
X7787,NA,ENSG00000240471,198.636010169983,chr3,+,119879000,119883199
X2120,NA,LRG_254,198.632084369659,chr1,+,156114400,156120399
X26901,SPRED1,ENSG00000166068,198.629228591919,chr15,+,38284400,38286399
X29314,SNORD124,ENSG00000238793,198.493644237518,chr17,-,40039400,40043599
X2652,NA,ENSG00000236430,198.478176116943,chr1,-,203889000,203894199
X2986,PARP1,ENSG00000143799,198.460605621338,chr1,-,226388600,226392199
X12933,COQ3,ENSG00000132423,198.378527164459,chr6,-,99400400,99402999
X9484,GRSF1,ENSG00000132463,198.340060710907,chr4,-,70797600,70803999
X14668,TNS3,ENSG00000136205,198.331214427948,chr7,-,47388200,47402599
X19438,ACTBP14,ENSG00000229001,198.316689491272,chr10,+,69011400,69016799
X35038,ARFGAP3,ENSG00000242247,198.293465137482,chr22,-,42897400,42910599
X4478,C2orf42,ENSG00000115998,198.289464473724,chr2,-,70215600,70218599
X1066,NA,ENSG00000225779,198.198360919952,chr1,+,46360400,46367599
X23674,DDN,ENSG00000181418,198.19367647171,chr12,-,49007400,49015399
X2968,EPHX1,ENSG00000143819,198.175366401672,chr1,+,225806800,225813799
X33583,NA,ENSG00000232358,198.164633274078,chr20,+,50999800,51010999
X25857,MIR548H1,ENSG00000221537,198.155010700226,chr14,-,64002400,64008399
X16603,NA,ENSG00000239872,198.142905235291,chr8,-,121485600,121490599
X24586,NA,ENSG00000257000,198.125884056091,chr12,-,132076200,132079199
X34695,NA,ENSG00000202019,198.074157238007,chr22,-,31242400,31252399
X19098,RPL37P18,ENSG00000229235,198.068609237671,chr10,-,34640000,34644399
X34493,NA,ENSG00000224192,198.040287494659,chr22,-,26276800,26283399
X28736,TSR1,ENSG00000167721,198.027916431427,chr17,-,2347400,2354799
X8743,LINC02048,ENSG00000228271,198.020294189453,chr3,+,194273000,194278399
X21514,LBHD1,ENSG00000162194,197.977580070496,chr11,-,62674800,62684399
X14676,TNS3,ENSG00000136205,197.970555305481,chr7,-,47500200,47510999
X33852,NA,ENSG00000273492,197.969140052795,chr21,+,26168000,26172399
X20964,NA,ENSG00000250041,197.931476593018,chr11,-,10930400,10933999
X32740,PPP1R12C,ENSG00000125503,197.86697101593,chr19,-,55114200,55119199
X28560,NA,ENSG00000261243,197.842618942261,chr16,+,84492200,84498399
X13807,CYP3A54P,ENSG00000261809,197.803789138794,chr7,-,4176600,4185399
X31899,BRME1,ENSG00000132016,197.732514858246,chr19,-,13927600,13934999
X32388,NA,ENSG00000278917,197.664636611938,chr19,+,43893800,43897599
X33802,ANKRD20A18P,ENSG00000249493,197.65433883667,chr21,+,14055400,14060999
X26411,NA,ENSG00000279461,197.61433839798,chr14,+,74010600,74022399
X12251,NA,ENSG00000238076,197.600644111633,chr6,-,10456800,10468399
X19369,RTKN2,ENSG00000182010,197.587462425232,chr10,-,62267000,62269799
X615,GMEB1,ENSG00000162419,197.579047679901,chr1,+,28664400,28671799
X28538,NA,ENSG00000279681,197.543210506439,chr16,-,81616600,81626199
X6261,RN7SL834P,ENSG00000243650,197.525334835052,chr2,+,230466800,230473599
X19941,NA,ENSG00000234724,197.498131275177,chr10,+,94145800,94151399
X26030,NA,ENSG00000199755,197.493428230286,chr14,+,67321400,67327999
X8522,NA,ENSG00000270178,197.493130207062,chr3,+,179775400,179781199
X19911,MYOF,ENSG00000138119,197.491734027863,chr10,-,93437000,93440599
X32660,NA,ENSG00000267984,197.474229812622,chr19,+,51346600,51353399
X26295,NA,ENSG00000266869,197.459181308746,chr14,+,71680000,71687399
X8867,NA,ENSG00000272927,197.425329208374,chr4,-,666600,668399
X9850,NA,ENSG00000279845,197.425156116486,chr4,+,146187800,146197799
X1642,CLCC1,ENSG00000121940,197.418971538544,chr1,-,108933800,108942599
X16524,NA,LRG_493,197.349217414856,chr8,-,117903800,117915199
X11745,ANXA6,ENSG00000197043,197.321293830872,chr5,-,151143600,151150399
X34615,ZNRF3-AS1,ENSG00000177993,197.319885253906,chr22,-,29030000,29034799
X26176,NA,ENSG00000273797,197.313770771027,chr14,+,69625800,69631999
X27400,NA,ENSG00000283249,197.27391910553,chr15,+,65898000,65904199
X14930,CLIP2,ENSG00000106665,197.269418716431,chr7,+,74349200,74356599
X35685,CSAG4,ENSG00000242599,197.183557987213,chrX,+,152735000,152738599
X35061,PARVB,ENSG00000188677,197.135630607605,chr22,+,44036400,44045399
X17100,TRAPPC9,ENSG00000167632,197.09651517868,chr8,-,140406600,140414199
X23329,DNAI7,ENSG00000118307,197.085511684418,chr12,-,25194800,25203599
X13407,NA,ENSG00000238019,197.049610614777,chr6,-,158370600,158381199
X9154,LINC02616,ENSG00000261761,197.047284126282,chr4,+,37014600,37018999
X5639,DYNC1I2,ENSG00000077380,197.024127960205,chr2,+,171761000,171764599
X28368,NA,ENSG00000261320,197.011965274811,chr16,-,67434400,67442599
X20286,MXI1,ENSG00000119950,197.008484840393,chr10,+,110205800,110211999
X15880,POLB,ENSG00000070501,196.966309547424,chr8,+,42320800,42327199
X31382,NA,ENSG00000279474,196.957549095154,chr18,+,79146600,79148799
X26172,RPL24P3,ENSG00000244237,196.956260204315,chr14,-,69549400,69561199
X16846,NA,ENSG00000212342,196.920425891876,chr8,+,130195800,130201599
X8975,NSG1,ENSG00000168824,196.894961833954,chr4,+,4414600,4421399
X9985,MIR1305,ENSG00000221227,196.882922649384,chr4,+,182244400,182247999
X23589,NA,ENSG00000278351,196.872258663177,chr12,+,45304600,45310399
X28327,LOC101927556,ENSG00000260927,196.859296798706,chr16,+,58158000,58165599
X15952,NA,ENSG00000271555,196.828789710999,chr8,+,52651800,52657199
X11288,LMNB1,ENSG00000113368,196.810626029968,chr5,+,126783800,126791199
X15350,NA,ENSG00000273055,196.79531621933,chr7,+,107921200,107926199
X26480,NA,ENSG00000280078,196.790622711182,chr14,+,76258800,76268599
X13232,SUMO4,ENSG00000177688,196.77791929245,chr6,+,149399200,149402999
X7781,TIMMDC1,ENSG00000113845,196.762756347656,chr3,+,119517800,119524999
X25757,NA,ENSG00000258989,196.753583431244,chr14,+,61501000,61512999
X16526,NA,LRG_493,196.736297607422,chr8,-,117932200,117936399
X13933,CYTH3,ENSG00000008256,196.718282699585,chr7,-,6288000,6297999
X8477,NA,ENSG00000201343,196.679114341736,chr3,-,177113800,177122199
X30405,NA,ENSG00000278938,196.667229175568,chr17,-,77829000,77836799
X4196,CCDC88A,ENSG00000115355,196.589078903198,chr2,-,55355400,55359799
X8256,NA,ENSG00000244124,196.521095275879,chr3,-,141926400,141929799
X30556,BAIAP2,ENSG00000175866,196.501782417297,chr17,+,81078800,81082599
X15888,NA,ENSG00000254131,196.489340782166,chr8,+,42441600,42453199
X29613,TAC4,ENSG00000176358,196.416041374207,chr17,-,49862200,49869999
X22435,MIR6090,ENSG00000276176,196.411029815674,chr11,+,128450400,128455599
X30847,NAPG,ENSG00000134265,196.382583618164,chr18,+,10541600,10550799
X2709,SLC45A3,ENSG00000158715,196.348678588867,chr1,-,205678400,205685399
X29780,RN7SL716P,ENSG00000263558,196.305417537689,chr17,+,59038800,59044799
X19754,MIR346,ENSG00000199104,196.275536060333,chr10,-,86309000,86320599
X19967,NA,ENSG00000234026,196.271771430969,chr10,-,95237400,95243399
X35084,NUP50-DT,ENSG00000226328,196.271040439606,chr22,-,45160200,45165599
X1014,KIF2C,ENSG00000142945,196.259899616241,chr1,+,44739200,44744399
X6968,SLC22A13,ENSG00000172940,196.190505027771,chr3,+,38231400,38237199
X32147,RPS12P31,ENSG00000242325,196.120229721069,chr19,+,32643800,32654399
X32236,ZNF875,ENSG00000181666,196.11435174942,chr19,+,37303600,37307599
X21718,MIR3164,ENSG00000265539,196.093351840973,chr11,+,69069800,69074799
X21229,TRIM44,ENSG00000166326,196.055772304535,chr11,+,35661400,35664399
X24732,NA,ENSG00000230300,196.041454792023,chr13,-,33151600,33156199
X18357,MIR4672,ENSG00000263979,196.034209728241,chr9,-,127865200,127876399
X13052,TRMT11,ENSG00000066651,196.004555225372,chr6,+,126030200,126032799
X29524,MIR5089,ENSG00000264999,195.990146636963,chr17,+,46975600,46985799
X28304,NA,ENSG00000261114,195.9382147789,chr16,+,56944600,56950399
X30699,RN7SKP72,ENSG00000199197,195.854840278625,chr18,-,1289000,1293799
X10278,NA,ENSG00000206682,195.850293159485,chr5,+,31496200,31508599
X2254,NA,ENSG00000236364,195.840619564056,chr1,-,165896400,165901599
X3295,NA,ENSG00000242540,195.837922096252,chr2,+,5695200,5697799
X9258,NA,ENSG00000207195,195.720539093018,chr4,-,40826800,40834999
X30690,NA,ENSG00000266251,195.669864177704,chr18,-,1205600,1211599
X28078,NA,ENSG00000260342,195.642918586731,chr16,-,18798400,18803799
X5562,RBMS1,ENSG00000153250,195.607055187225,chr2,-,160445200,160450799
X32517,MIR3190,ENSG00000265134,195.599249362946,chr19,+,47185600,47194399
X3039,TRIM11,ENSG00000154370,195.57168674469,chr1,-,228404000,228410399
X14611,OGDH,ENSG00000105953,195.565775871277,chr7,+,44657600,44664999
X10799,NA,ENSG00000249085,195.562709331512,chr5,-,72847000,72849599
X9470,NA,ENSG00000270257,195.557507038116,chr4,+,67635200,67639599
X35493,EDA2R,ENSG00000131080,195.556659698486,chrX,-,66614400,66618999
X1045,NA,ENSG00000232467,195.539621829987,chr1,-,45945800,45952799
X10870,LOC100422441,ENSG00000253558,195.504566192627,chr5,-,78042600,78050599
X25790,NA,ENSG00000258956,195.459508895874,chr14,-,61944800,61951399
X9270,RNA5SP160,ENSG00000201736,195.431953907013,chr4,+,40965800,40971599
X11500,KDM3B,ENSG00000120733,195.349969863892,chr5,+,138385200,138389599
X2660,NA,ENSG00000226330,195.328152656555,chr1,+,204385000,204390999
X28872,RNU7-43P,ENSG00000252363,195.293680667877,chr17,+,8468800,8478399
X6933,NA,ENSG00000236165,195.17218875885,chr3,+,36979800,36985399
X33031,NAA20,ENSG00000173418,195.150130748749,chr20,+,20018000,20025199
X22046,NA,LRG_50,195.134679317474,chr11,-,88320400,88323999
X19587,NA,ENSG00000270808,195.13060092926,chr10,-,73740600,73744799
X17443,MIR3152,ENSG00000264638,195.124757289886,chr9,+,18581400,18585799
X18187,C9orf152,ENSG00000188959,195.078354358673,chr9,-,110134000,110140599
X16427,NA,ENSG00000201627,194.966850280762,chr8,-,105951600,105954399
X4660,LINC01964,ENSG00000260840,194.864560604095,chr2,-,85045000,85053599
X13212,FBXO30,ENSG00000118496,194.845613002777,chr6,-,145813600,145816599
X24218,SH2B3,ENSG00000111252,194.837028980255,chr12,+,111403000,111411199
X24218,NA,LRG_621,194.837028980255,chr12,+,111403000,111411199
X33391,JPH2,ENSG00000149596,194.831488609314,chr20,-,44198800,44202599
X33391,NA,LRG_394,194.831488609314,chr20,-,44198800,44202599
X34889,GTPBP1,ENSG00000100226,194.821794033051,chr22,+,38711400,38719199
X4212,VRK2,ENSG00000028116,194.79342508316,chr2,+,58045800,58049799
X4989,NA,ENSG00000228551,194.781397342682,chr2,+,109209400,109219799
X5234,LINC01823,ENSG00000224655,194.78129529953,chr2,+,122052800,122059199
X12103,HK3,ENSG00000160883,194.765145778656,chr5,-,176931400,176938399
X3157,TOMM20,ENSG00000173726,194.761523723602,chr1,-,235133600,235140999
X33730,NA,ENSG00000273812,194.751866340637,chr20,-,62600400,62605999
X31852,ZNF844,ENSG00000223547,194.742616176605,chr19,+,12066200,12072399
X18078,TSTD2,ENSG00000136925,194.728399276733,chr9,-,97601200,97606599
X2804,RN7SKP98,ENSG00000252879,194.705313682556,chr1,-,212109000,212114999
X8343,LEKR1,ENSG00000197980,194.65901517868,chr3,+,156824400,156828999
X24590,NOC4L,ENSG00000184967,194.627663135529,chr12,+,132151000,132155599
X18123,TEX10,ENSG00000136891,194.569601535797,chr9,-,100292800,100297799
X14426,HERPUD2-AS1,ENSG00000271122,194.561994075775,chr7,+,35689000,35697799
X25084,MIR8075,ENSG00000277942,194.555928230286,chr13,+,113249400,113255799
X20309,BBIP1,ENSG00000214413,194.505323886871,chr10,-,110918200,110920799
X24420,TMEM120B,ENSG00000188735,194.490633487701,chr12,+,121723400,121731999
X31,NA,ENSG00000272455,194.487777233124,chr1,+,1410600,1414799
X8064,RHO,ENSG00000163914,194.459223270416,chr3,+,129500000,129508399
X6365,SH3BP4,ENSG00000130147,194.458217144012,chr2,+,234960800,234967999
X10000,DCTD,ENSG00000129187,194.441974163055,chr4,-,182902400,182908199
X22509,NA,ENSG00000238262,194.413187503815,chr11,+,132312600,132320399
X28948,MED9,ENSG00000141026,194.379073619843,chr17,+,17479000,17482199
X18610,NA,ENSG00000204011,194.374304771423,chr9,-,134730200,134743399
X33815,MIR99AHG,ENSG00000215386,194.328106880188,chr21,+,15891400,15898799
X2616,UBE2T,ENSG00000077152,194.322719573975,chr1,-,202324000,202332199
X10434,LINC01265,ENSG00000249740,194.300389289856,chr5,-,38843600,38848799
X27084,NA,ENSG00000185607,194.284722328186,chr15,-,43997000,44003999
X6997,RPSA,ENSG00000168028,194.274508476257,chr3,+,39395400,39399599
X27827,MSLNL,ENSG00000162006,194.272660732269,chr16,-,777000,786399
X4659,KCMF1,ENSG00000176407,194.249052047729,chr2,+,84985000,84991999
X34414,TMEM211,ENSG00000206069,194.238463401794,chr22,-,24924400,24935599
X16678,FAM91A1,ENSG00000176853,194.190812587738,chr8,+,123782400,123786999
X4180,RNU6-433P,ENSG00000200086,194.103185176849,chr2,-,54979200,54985599
X28389,EDC4,ENSG00000038358,194.074755191803,chr16,+,67870000,67874599
X20949,NA,ENSG00000254765,194.065276622772,chr11,-,10008000,10016799
X20148,NPM3,ENSG00000107833,194.012481212616,chr10,-,101791400,101797399
X504,SYF2,ENSG00000117614,194.004729747772,chr1,-,25230400,25237199
X18129,MSANTD3-TMEFF1,ENSG00000251349,194.003576755524,chr9,+,100441800,100444999
X23830,GPR84,ENSG00000139572,193.989422798157,chr12,-,54373600,54381399
X4052,NA,ENSG00000231336,193.947722911835,chr2,-,46137400,46151599
X26025,PALS1,ENSG00000072415,193.926665782928,chr14,+,67269400,67273799
X9685,TSPAN5,ENSG00000168785,193.913726806641,chr4,-,98605800,98617199
X16984,NA,ENSG00000254028,193.893636703491,chr8,+,134828200,134832399
X6461,MIR2467,ENSG00000264292,193.766803741455,chr2,-,239372800,239379999
X27093,FRMD5,ENSG00000171877,193.738438129425,chr15,-,44193000,44196799
X35531,ZMYM3,ENSG00000147130,193.689497947693,chrX,-,71250200,71255399
X18823,NA,ENSG00000202508,193.65929889679,chr10,-,13512800,13518399
X21925,NA,ENSG00000224829,193.657912731171,chr11,+,77386400,77392399
X905,NA,ENSG00000215893,193.632196426392,chr1,+,41161200,41171399
X13388,SYNJ2-IT1,ENSG00000233496,193.627660751343,chr6,+,157994800,158000599
X33959,NA,ENSG00000227256,193.607734203339,chr21,+,32271200,32276199
X33445,MMP9,ENSG00000100985,193.604232311249,chr20,+,46014400,46022799
X3076,NA,ENSG00000227006,193.545998096466,chr1,-,230233400,230238199
X25268,LOC100506071,ENSG00000258525,193.537508964539,chr14,-,30907200,30910999
X13455,AIRN,ENSG00000268257,193.526652336121,chr6,-,160032800,160041399
X1573,PTBP2,ENSG00000117569,193.504450798035,chr1,+,96771800,96776199
X23285,RECQL,ENSG00000004700,193.502850532532,chr12,-,21476000,21481399
X22994,NA,ENSG00000255790,193.486285209656,chr12,-,11491000,11495399
X6728,SH3BP5-AS1,ENSG00000224660,193.466494083405,chr3,+,15241000,15244399
X17013,LINC02055,ENSG00000254101,193.42510843277,chr8,+,136561600,136564599
X28462,CALB2,ENSG00000172137,193.414911746979,chr16,+,71373000,71378799
X20234,SH3PXD2A-AS1,ENSG00000280693,193.335680007935,chr10,+,103737000,103746599
X32596,PIH1D1,ENSG00000104872,193.332770824432,chr19,-,49457800,49462999
X3178,NA,ENSG00000273058,193.316910743713,chr1,-,236536000,236540599
X23665,MIR4701,ENSG00000264201,193.219343185425,chr12,-,48773400,48781399
X15994,NA,ENSG00000255321,193.199918746948,chr8,-,60548800,60551199
X7730,RN7SL815P,ENSG00000243359,193.180177211761,chr3,+,115865000,115869799
X24418,ORAI1,ENSG00000276045,193.176859855652,chr12,+,121634800,121641999
X34999,NA,ENSG00000184068,193.145911216736,chr22,-,41862600,41867599
X28517,NA,ENSG00000278985,193.133554935455,chr16,-,80969800,80976199
X9672,LOC101929210,ENSG00000246541,193.131124019623,chr4,-,94207200,94208999
X4590,BOLA3-AS1,ENSG00000225439,193.117704868317,chr2,+,74153600,74154599
X16421,NA,ENSG00000253526,193.103127479553,chr8,+,105864000,105866599
X34184,NA,ENSG00000273442,193.056136131287,chr22,+,17082200,17089399
X29838,NA,ENSG00000267526,193.041639328003,chr17,-,60061200,60065799
X12639,VEGFA,ENSG00000112715,193.03727388382,chr6,+,43769800,43775599
X28454,NA,ENSG00000260156,193.030892848969,chr16,+,70737000,70744599
X15373,NA,ENSG00000180019,193.028457641602,chr7,-,112445600,112451599
X25447,NA,ENSG00000258745,193.016300678253,chr14,+,50921200,50924399
X29940,NA,ENSG00000264546,192.950882911682,chr17,+,62585000,62592599
X10738,NA,ENSG00000252904,192.94656419754,chr5,-,66007200,66008599
X5767,NA,ENSG00000202141,192.942456245422,chr2,-,183011600,183014599
X26501,CIPC,ENSG00000198894,192.901413917542,chr14,+,77095800,77104199
X33596,NFATC2,ENSG00000101096,192.817197799683,chr20,-,51629600,51638599
X8916,NSD2,ENSG00000109685,192.769652366638,chr4,+,1868400,1872799
X25570,NA,ENSG00000258469,192.757983207703,chr14,+,55297800,55300199
X19025,HMGB1P7,ENSG00000231148,192.7299284935,chr10,+,31843800,31849599
X7873,SLC49A4,ENSG00000138463,192.727292060852,chr3,+,122798600,122804799
X24291,RBM19,ENSG00000122965,192.725103378296,chr12,-,113954400,113964599
X19278,NA,ENSG00000279863,192.687467575073,chr10,+,50304400,50311199
X29180,NA,ENSG00000248121,192.657878875732,chr17,+,30598600,30601599
